"Name";"AdmArea";"District";"Address";"FacilityArea";"PeriodOfPlacement";"ContractStatus";"ContractNumber";"NameOfBusinessEntity";"BeginDate";"EndDate";"CertificateNum";"CertificateIssueDate";"PrefectOrderNumber";"PrefectOrderDate";"UNOM";"PlacementAtStationaryObjects";"global_id";"geoData";"geodata_center";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, улица Грина, дом 7";"Юго-Западный административный округ";"район Северное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, улица Грина, дом 7";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"70059";"да";"2716691411";"{coordinates=[37.569474, 55.567294], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 51/23";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 51/23";"18";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"19180";"да";"2716691412";"{coordinates=[37.790537, 55.793336768], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Усачёва улица, дом 26";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Усачёва улица, дом 26";"15";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2120765";"да";"2716691413";"{coordinates=[37.567792, 55.727512749], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, улица Народного Ополчения, дом 22, корпус 1";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, улица Народного Ополчения, дом 22, корпус 1";"20";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"15824";"да";"2716691414";"{coordinates=[37.480103131, 55.779342984], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 4, корпус 1";"Восточный административный округ";"район Гольяново";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 4, корпус 1";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2104032";"да";"2716691415";"{coordinates=[37.829598, 55.817040775], type=Point}";"";
"Елочный базар на город Москва, Большая Дорогомиловская улица, дом 8";"Западный административный округ";"район Дорогомилово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Большая Дорогомиловская улица, дом 8";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"7017";"да";"2716691416";"{coordinates=[37.565408739, 55.746214762], type=Point}";"";
"Елочный базар на город Москва, Большая Садовая улица, дом 5, корпус 1";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Садовая улица, дом 5, корпус 1";"7.5";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"5000175";"да";"2716691417";"{coordinates=[37.593139201, 55.768537681], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, улица Судакова, дом 4";"Юго-Восточный административный округ";"район Люблино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, улица Судакова, дом 4";"4.5";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"25081";"да";"2716691418";"{coordinates=[37.741624273, 55.672223971], type=Point}";"";
"Елочный базар на город Москва, Шоссейная улица, дом 30";"Юго-Восточный административный округ";"район Печатники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Печатники, Шоссейная улица, дом 30";"12";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2129578";"да";"2716691419";"{coordinates=[37.723175, 55.683908737], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Пречистенка, дом 40/2, строение 1";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Пречистенка, дом 40/2, строение 1";"12";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"83138";"да";"2716691420";"{coordinates=[37.586872925, 55.739071402], type=Point}";"";
"Елочный базар на город Москва, Новокосинская улица, дом 19, строение 2";"Восточный административный округ";"район Новокосино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 19, строение 2";"24";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2401532";"да";"2716691421";"{coordinates=[37.858593, 55.740204753], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Вешняковская улица, дом 12";"Восточный административный округ";"район Вешняки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Вешняковская улица, дом 12";"9";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"5240129";"да";"2716691422";"{coordinates=[37.828271, 55.734811751], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, Таллинская улица, дом 7";"Северо-Западный административный округ";"район Строгино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, Таллинская улица, дом 7";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2104454";"да";"2716691423";"{coordinates=[37.396102758, 55.800443524], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Матвеевская улица, дом 2";"Западный административный округ";"район Очаково-Матвеевское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Матвеевская улица, дом 2";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"3102644";"да";"2716691424";"{coordinates=[37.479174256, 55.705378171], type=Point}";"";
"Елочный базар на город Москва, Стройковская улица, дом 10А";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Стройковская улица, дом 10А";"20";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"4300545";"да";"2716691425";"{coordinates=[37.672616, 55.733062], type=Point}";"";
"Елочный базар на город Москва, улица Раменки, дом 3";"Западный административный округ";"район Раменки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, улица Раменки, дом 3";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2119241";"да";"2716691426";"{coordinates=[37.495982, 55.693462], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Левобережный, Ленинградское шоссе, дом 112, корпус 4";"Северный административный округ";"район Левобережный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Левобережный, Ленинградское шоссе, дом 112, корпус 4";"22.5";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"12801";"да";"2716691427";"{coordinates=[37.465804, 55.865353789], type=Point}";"";
"Елочный базар на город Москва, улица Каховка, дом 20, строение 1";"Юго-Западный административный округ";"район Черёмушки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, улица Каховка, дом 20, строение 1";"12";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2113400";"да";"2716691428";"{coordinates=[37.567733, 55.658150729], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, проспект Маршала Жукова, дом 19, корпус 1";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, проспект Маршала Жукова, дом 19, корпус 1";"12";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"7806";"да";"2716691429";"{coordinates=[37.490437, 55.775374763], type=Point}";"";
"Елочный базар на город Москва, Пятницкая улица, дом 13, строение 1";"Центральный административный округ";"район Замоскворечье";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Пятницкая улица, дом 13, строение 1";"10";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"4307161";"да";"2716691430";"{coordinates=[37.628247, 55.743664], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Магнитогорская улица, дом 7";"Восточный административный округ";"район Ивановское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Магнитогорская улица, дом 7";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"13636";"да";"2716691431";"{coordinates=[37.824609, 55.774225763], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, улица Академика Анохина, дом 26, корпус 1";"Западный административный округ";"район Тропарёво-Никулино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, улица Академика Анохина, дом 26, корпус 1";"12";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"746";"да";"2716691432";"{coordinates=[37.472468608, 55.661990641], type=Point}";"";
"Елочный базар на город Москва, улица Барклая, дом 10";"Западный административный округ";"район Филёвский Парк";"город Москва, улица Барклая, дом 10";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"5132324";"да";"2716691433";"{coordinates=[37.499343, 55.743404754], type=Point}";"";
"Елочный базар на город Москва, проспект Мира, дом 92, строение 1";"Центральный административный округ";"Мещанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, проспект Мира, дом 92, строение 1";"20";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"4300163";"да";"2716691434";"{coordinates=[37.635374, 55.793442], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 12/23";"Восточный административный округ";"район Гольяново";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 12/23";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"28635";"да";"2716691435";"{coordinates=[37.826782, 55.821767777], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Флотская улица, дом 50";"Северный административный округ";"Головинский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Флотская улица, дом 50";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"27512";"да";"2716691436";"{coordinates=[37.501583, 55.853914], type=Point}";"";
"Елочный базар на город Москва, внутригородская территория муниципальный округ Обручевский, улица Островитянова, дом 7";"Юго-Западный административный округ";"Обручевский район";"город Москва, внутригородская территория муниципальный округ Обручевский, улица Островитянова, дом 7";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2802191";"да";"2716691437";"{coordinates=[37.494994326, 55.644311326], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 2309А";"Зеленоградский административный округ";"район Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 2309А";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"4700144";"да";"2716691439";"{coordinates=[37.187017, 55.96525], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Рабочая улица, дом 38";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Рабочая улица, дом 38";"15";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2130680";"да";"2716691440";"{coordinates=[37.686022, 55.741151753], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Новинский бульвар, дом 31";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Новинский бульвар, дом 31";"4.5";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"4302076";"да";"2716691441";"{coordinates=[37.58376, 55.757697], type=Point}";"";
"Елочный базар на город Москва, Новорязанская улица, дом 23, строение 1";"Центральный административный округ";"Красносельский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Новорязанская улица, дом 23, строение 1";"12";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2100358";"да";"2716691442";"{coordinates=[37.663354, 55.772706762], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Ташкентская улица, дом 12/20";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Ташкентская улица, дом 12/20";"6";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"25585";"да";"2716691443";"{coordinates=[37.816347, 55.704730743], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловский бульвар, дом 14/36";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловский бульвар, дом 14/36";"15";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"8610";"да";"2716691444";"{coordinates=[37.788459229, 55.796241114], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Гришина, дом 15";"Западный административный округ";"Можайский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Гришина, дом 15";"12";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"6075";"да";"2716691445";"{coordinates=[37.416706, 55.723028748], type=Point}";"";
"Елочный базар на город Москва, Боровское шоссе, дом 36";"Западный административный округ";"район Ново-Переделкино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, Боровское шоссе, дом 36";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2617";"да";"2716691446";"{coordinates=[37.354449704, 55.63991314], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, Авиационная улица, дом 66";"Северо-Западный административный округ";"район Щукино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, Авиационная улица, дом 66";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"73716";"да";"2716691447";"{coordinates=[37.459434114, 55.810653805], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Грузинская улица, дом 16";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Грузинская улица, дом 16";"10.5";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"6111";"да";"2716691448";"{coordinates=[37.578687, 55.764639], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Долгоруковская улица, дом 40";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Долгоруковская улица, дом 40";"9";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"74025";"да";"2716691449";"{coordinates=[37.601729, 55.778555], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Щёлковское шоссе, дом 75";"Восточный административный округ";"район Гольяново";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Щёлковское шоссе, дом 75";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"5286357";"да";"2716691450";"{coordinates=[37.800964, 55.811030773], type=Point}";"";
"Елочный базар на город Москва, Краснодарская улица, дом 57А";"Юго-Восточный административный округ";"район Люблино";"город Москва, Краснодарская улица, дом 57А";"4.5";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2707845";"да";"2716691451";"{coordinates=[37.768642201, 55.676627134], type=Point}";"";
"Елочный базар на город Москва, улица Паустовского, дом 6, корпус 1";"Юго-Западный административный округ";"район Ясенево";"город Москва, улица Паустовского, дом 6, корпус 1";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2800275";"да";"2716691452";"{coordinates=[37.53892, 55.600382713], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Левобережный, Правобережная улица, дом 1Б";"Северный административный округ";"район Левобережный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Левобережный, Правобережная улица, дом 1Б";"18";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"3402899";"да";"2716691453";"{coordinates=[37.44947, 55.880834794], type=Point}";"";
"Елочный базар на город Москва, проспект Вернадского, дом 51, строение 1";"Западный административный округ";"район Проспект Вернадского";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 51, строение 1";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2117013";"да";"2716691454";"{coordinates=[37.507975705, 55.672595635], type=Point}";"";
"Елочный базар на город Москва, улица Вавилова, дом 64/1, строение 1";"Юго-Западный административный округ";"Гагаринский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, улица Вавилова, дом 64/1, строение 1";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2113306";"да";"2716691455";"{coordinates=[37.550078, 55.683895737], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Молодогвардейская улица, дом 30, корпус 1";"Западный административный округ";"район Кунцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Молодогвардейская улица, дом 30, корпус 1";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"15013";"да";"2716691456";"{coordinates=[37.417254, 55.734148751], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Бирюзова, дом 9";"Северо-Западный административный округ";"район Щукино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Бирюзова, дом 9";"3";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2120";"да";"2716691457";"{coordinates=[37.496402, 55.791483768], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Вельяминовская улица, дом 6";"Восточный административный округ";"район Соколиная Гора";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Вельяминовская улица, дом 6";"15";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"3538";"да";"2716691458";"{coordinates=[37.722402, 55.780901765], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, 2-я Филёвская улица, дом 14";"Западный административный округ";"район Филёвский Парк";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, 2-я Филёвская улица, дом 14";"25";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"27469";"да";"2716691459";"{coordinates=[37.490892, 55.739463], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Марксистская улица, дом 5";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Марксистская улица, дом 5";"12";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"13820";"да";"2716691460";"{coordinates=[37.663975, 55.737118], type=Point}";"";
"Елочный базар на город Москва, Совхозная улица, дом 8, корпус 1";"Юго-Восточный административный округ";"район Люблино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Совхозная улица, дом 8, корпус 1";"4.5";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2129568";"да";"2716691461";"{coordinates=[37.747575, 55.670979], type=Point}";"";
"Елочный базар на город Москва, Старокачаловская улица, дом 1Б";"Юго-Западный административный округ";"район Северное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, Старокачаловская улица, дом 1Б";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"3000527";"да";"2716691462";"{coordinates=[37.585288999, 55.568471], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Авиаторов, дом 3А";"Западный административный округ";"район Солнцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Авиаторов, дом 3А";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"5313819";"да";"2716691463";"{coordinates=[37.398186, 55.643165], type=Point}";"";
"Елочный базар на город Москва, Алтуфьевское шоссе, дом 40Д";"Северо-Восточный административный округ";"район Отрадное";"город Москва, Алтуфьевское шоссе, дом 40Д";"15";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2300502";"да";"2716691464";"{coordinates=[37.591455894, 55.871232859], type=Point}";"";
"Елочный базар на город Москва, улица Симоновский Вал, дом 26, корпус 1";"Южный административный округ";"Даниловский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, улица Симоновский Вал, дом 26, корпус 1";"12";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"23633";"да";"2716691465";"{coordinates=[37.662871, 55.718564747], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, бульвар Маршала Рокоссовского, дом 36/1";"Восточный административный округ";"район Богородское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, бульвар Маршала Рокоссовского, дом 36/1";"25";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"21934";"да";"2716691466";"{coordinates=[37.714824, 55.817977], type=Point}";"";
"Елочный базар на город Москва, Строгинский бульвар, дом 9";"Северо-Западный административный округ";"район Строгино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, Строгинский бульвар, дом 9";"15";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"3301672";"да";"2716691467";"{coordinates=[37.400342, 55.80495], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Изюмская улица, дом 40";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Изюмская улица, дом 40";"20";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"3000260";"да";"2716691468";"{coordinates=[37.563214, 55.545737], type=Point}";"";
"Елочный базар на город Москва, Ярцевская улица, дом 19";"Западный административный округ";"район Кунцево";"город Москва, Ярцевская улица, дом 19";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"4500063";"да";"2716691469";"{coordinates=[37.411009, 55.738663752], type=Point}";"";
"Елочный базар на город Москва, улица Яблочкова, дом 37";"Северо-Восточный административный округ";"Бутырский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Яблочкова, дом 37";"12";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"30480";"да";"2716691470";"{coordinates=[37.578810804, 55.826881188], type=Point}";"";
"Елочный базар на город Москва, Клязьминская улица, дом 4";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Клязьминская улица, дом 4";"12";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"10250";"да";"2716691471";"{coordinates=[37.519971, 55.883827795], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Бауманская улица, дом 32, строение 2";"Центральный административный округ";"Басманный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Бауманская улица, дом 32, строение 2";"10";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"4306041";"да";"2716691472";"{coordinates=[37.678523, 55.772331], type=Point}";"";
"Елочный базар на Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Венёвская улица, дом 4";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Венёвская улица, дом 4";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2900899";"да";"2716691473";"{coordinates=[37.543432, 55.548582], type=Point}";"";
"Елочный базар на город Москва, Кастанаевская улица, дом 16, корпус 1";"Западный административный округ";"район Филёвский Парк";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Кастанаевская улица, дом 16, корпус 1";"12";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"9596";"да";"2716691474";"{coordinates=[37.492494, 55.739062752], type=Point}";"";
"Елочный базар на город Москва, Щербаковская улица, дом 7А";"Восточный административный округ";"район Соколиная Гора";"город Москва, Щербаковская улица, дом 7А";"30";"с 20 декабря по 31 декабря";"";"";"";"20.12.2024";"31.12.2024";"";"";"";"";"2122467";"да";"2716691475";"{coordinates=[37.726548851, 55.782802072], type=Point}";"";
